timestamp,true_voltage,measured_voltage,filtered_voltage,degradation_rate,uncertainty
2025-07-14 16:03:40.524946,3.7,3.7375934461922333,3.7375934461922333,0.0,0.09999500025623688
2025-07-14 16:08:40.524967,3.699996527777778,3.7531992887687697,3.7531961696782816,0.015598123055650458,0.09998001331570096
2025-07-14 16:13:40.524973,3.699993055555556,3.7040456596904883,3.714752272558561,-0.01730577269057836,0.08346434146202153
2025-07-14 16:18:40.524977,3.6999895833333336,3.718817612874889,3.712601421986357,-0.010342686273535996,0.07091311581889291
2025-07-14 16:23:40.524981,3.6999861111111114,3.741304930630032,3.7267505254033284,-0.0005501012037429746,0.06272516372577924
2025-07-14 16:28:40.524985,3.6999826388888892,3.648597480489776,3.6811748978943544,-0.017785575633879835,0.05802038447613635
2025-07-14 16:33:40.524988,3.699979166666667,3.730613985136947,3.7008707133727974,-0.003423690603408405,0.05575541699806816
2025-07-14 16:38:40.524992,3.6999756944444444,3.704046530769279,3.7010703463867833,-0.002021178777568081,0.054902935452986086
2025-07-14 16:43:40.524995,3.699972222222222,3.673204784793634,3.6849175108458145,-0.007525862439512315,0.0546797997237565
2025-07-14 16:48:40.524998,3.69996875,3.714403711637464,3.6976192634799805,0.0003686840692059476,0.05465141175012379
2025-07-14 16:53:40.525002,3.699965277777778,3.650035530843073,3.671781288483459,-0.009858959655470734,0.05465138332097136
2025-07-14 16:58:40.525005,3.6999618055555556,3.69989806686106,3.682673987626462,-0.001763574600568328,0.0546445174558596
2025-07-14 17:03:40.525008,3.6999583333333335,3.6836499410702386,3.682407138599781,-0.0011798337541940969,0.05463443153930042
2025-07-14 17:08:40.525012,3.6999548611111113,3.7611036652461958,3.724861252874983,0.015836776135163873,0.05462686057621541
2025-07-14 17:13:40.525015,3.699951388888889,3.7594226329449234,3.7509259633568504,0.019825559468814816,0.0546229676330157
2025-07-14 17:18:40.525018,3.699947916666667,3.694332107397929,3.729010069922389,0.003546515637714742,0.05462152866472528
2025-07-14 17:23:40.525021,3.6999444444444447,3.7258092790811554,3.7288711273491795,0.0021091816777437434,0.05462117694554141
2025-07-14 17:28:40.525025,3.6999409722222225,3.8324268708683933,3.786391577870771,0.02371972077897833,0.054621140271307156
2025-07-14 17:33:40.525028,3.6999375000000003,3.6785310143945495,3.7382406483282145,-0.004310010246785449,0.054621139275046554
2025-07-14 17:38:40.525032,3.699934027777778,3.8144873294192805,3.777931607860333,0.012850462581467437,0.05462112339540584
2025-07-14 17:43:40.525035,3.699930555555556,3.748798617098326,3.7678502450563722,0.003907005243336845,0.05462110321849643
2025-07-14 17:48:40.525038,3.6999270833333333,3.822824769885355,3.7996508856445077,0.01478557720255678,0.054621089042748865
2025-07-14 17:53:40.525042,3.699923611111111,3.654044803124915,3.726828802694359,-0.01938158135976341,0.05462108210892665
